number,app,user_feedback,relevant_review,issue_text,fitting_issue,user_feedback_id,issue_id,distance,searched_manually,found_relevant_issue_manually
857,org.thoughtcrime.securesms,i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window,TRUE,Why sending text messages over internet delayed until photos are sent,FALSE,gp:AOqpTOGVQStc6cN7LoRomIKeaLEbvjbmSCzEal2TRx8z2c949RVtyWM5DUdzSdeYOpZkIGJKj5N1_ThSx9tAuQ,612021218,0.8483361006,TRUE,FALSE
858,org.thoughtcrime.securesms,i message my boyfriend with this exclusively instead of text. love it. calls are spotty but they sound terrific when it works. not a huge fan of the video chat since it doesn't rotate to landscape and you cant move your selfie-cam window,TRUE,Video calls don't show full thumbnail of myself,FALSE,gp:AOqpTOGVQStc6cN7LoRomIKeaLEbvjbmSCzEal2TRx8z2c949RVtyWM5DUdzSdeYOpZkIGJKj5N1_ThSx9tAuQ,221969627,0.8308965564,TRUE,FALSE
859,org.thoughtcrime.securesms,Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,TRUE,"Call fails, white band / blank screen and can't receive phone calls afterwards",TRUE,gp:AOqpTOE60WFjhyhxSFk2kR_FNKcZLWPCgV6CqFszjlcxLrvFh_gZW3-VgabDp4BxyMj1rPZhcGp4GFvwjbaB_A,203819215,0.8761842251,FALSE,FALSE
860,org.thoughtcrime.securesms,Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,TRUE,DOS'ing self when turning phone on again after much texting with desktop app,FALSE,gp:AOqpTOE60WFjhyhxSFk2kR_FNKcZLWPCgV6CqFszjlcxLrvFh_gZW3-VgabDp4BxyMj1rPZhcGp4GFvwjbaB_A,204250923,0.8680388331,FALSE,FALSE
861,org.thoughtcrime.securesms,Connection issues. Keep getting kicked off on call. Callers soind robotic most of the time. Not very reliable. Text messaging works well though.,TRUE,Voice messages don't load. Need to force shutdown to load them,FALSE,gp:AOqpTOE60WFjhyhxSFk2kR_FNKcZLWPCgV6CqFszjlcxLrvFh_gZW3-VgabDp4BxyMj1rPZhcGp4GFvwjbaB_A,381131673,0.8606392145,FALSE,FALSE
862,org.thoughtcrime.securesms,"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",TRUE,Voice message playback volume not adjustable when holding the phone to your ear,FALSE,gp:AOqpTOGAADUTnY3FaQXTLGjcA0EN86S4jLfqZKZQTlWpeRX4JVzLCEyoAE_0Tjj2izZvX0XFb32QAMjTgfJcdw,497121582,0.8560208082,FALSE,FALSE
863,org.thoughtcrime.securesms,"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",TRUE,Unable to manage audio message volume when you put your smartphone close to your ear,TRUE,gp:AOqpTOGAADUTnY3FaQXTLGjcA0EN86S4jLfqZKZQTlWpeRX4JVzLCEyoAE_0Tjj2izZvX0XFb32QAMjTgfJcdw,554700093,0.8538038135,FALSE,FALSE
864,org.thoughtcrime.securesms,"So here's a really basic issue: playback pauses as soon as the screen is turned off, regardless of whether this is due to locking the screen. My phone turns off the screen if I hold it next to my cheek. This makes listening to audio-messages in private without headphones nigh-impossible.",TRUE,"When adding video to a call, the audio switches from headphones to speaker",FALSE,gp:AOqpTOGAADUTnY3FaQXTLGjcA0EN86S4jLfqZKZQTlWpeRX4JVzLCEyoAE_0Tjj2izZvX0XFb32QAMjTgfJcdw,216805298,0.8490538597,FALSE,FALSE
865,org.thoughtcrime.securesms,"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)",TRUE,Recent update to Signal makes it unclear who you're sending images to,FALSE,gp:AOqpTOGd_iCw113VnYtJlacgoWee1bq1nb2s05exHYN-zKws8qbTfkHSr-cA81EwuFehP5deNuc5rPyGq5SmCA,423241183,0.8365703225,FALSE,FALSE
866,org.thoughtcrime.securesms,"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)",TRUE,Attachment previews of images sent by others are all black,TRUE,gp:AOqpTOGd_iCw113VnYtJlacgoWee1bq1nb2s05exHYN-zKws8qbTfkHSr-cA81EwuFehP5deNuc5rPyGq5SmCA,318691653,0.8363443613,FALSE,FALSE
867,org.thoughtcrime.securesms,"Photos don't come out right, even when sent/recieved from non-signal users. Will bump this back up to 5 stars when fixed :)",TRUE,No individual contact thumbnails/pictures after restoring backup [Signal 4.17.3],FALSE,gp:AOqpTOGd_iCw113VnYtJlacgoWee1bq1nb2s05exHYN-zKws8qbTfkHSr-cA81EwuFehP5deNuc5rPyGq5SmCA,306418246,0.8346159458,FALSE,FALSE
868,org.thoughtcrime.securesms,what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,TRUE,group chats don't work after reinstalling,TRUE,gp:AOqpTOFIcj8m5PV8CL8zvUxYM8kBYyk1bbJJ8aH0DY-TWVVv3z8mpbaSSbcKlyof9E8lYAF7D3U5gusplTAN8A,79862006,0.8738832474,FALSE,FALSE
869,org.thoughtcrime.securesms,what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,TRUE,Not downloading MMS messages in group chats or single person chats on AT&T,TRUE,gp:AOqpTOFIcj8m5PV8CL8zvUxYM8kBYyk1bbJJ8aH0DY-TWVVv3z8mpbaSSbcKlyof9E8lYAF7D3U5gusplTAN8A,520313102,0.8723189831,FALSE,FALSE
870,org.thoughtcrime.securesms,what is going on with group chats... I don't seem to be getting them consistently. some I get some I don't. I can't get group chats if I don't start them.... what's up?,TRUE,automatic scrolling in group chats,FALSE,gp:AOqpTOFIcj8m5PV8CL8zvUxYM8kBYyk1bbJJ8aH0DY-TWVVv3z8mpbaSSbcKlyof9E8lYAF7D3U5gusplTAN8A,59600783,0.872089088,FALSE,FALSE
871,org.thoughtcrime.securesms,Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,TRUE,Signal is my default SMS app but incoming messages are routed to Hangouts,FALSE,gp:AOqpTOEdV_6X83Lo_jWtlKvqbXnQhGIdItM205t2whFxQaKcOWlid6HCrV8yeXsx2A2f90Se4hgW4ZKc1bDwqQ,155068702,0.8960025311,TRUE,TRUE
872,org.thoughtcrime.securesms,Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,TRUE,"no way to ""Add Text"" from contacts like what can be done in default messaging app in Android",FALSE,gp:AOqpTOEdV_6X83Lo_jWtlKvqbXnQhGIdItM205t2whFxQaKcOWlid6HCrV8yeXsx2A2f90Se4hgW4ZKc1bDwqQ,15667959,0.8822437525,TRUE,TRUE
873,org.thoughtcrime.securesms,Was fine for plain text messages but when I received a vCard for a contact it froze my Samsung Note 8. Had to switch to a different app that could handle MMS.,TRUE,Unable to send signal messages after responding to normal sms within signal app and without having a sim card,FALSE,gp:AOqpTOEdV_6X83Lo_jWtlKvqbXnQhGIdItM205t2whFxQaKcOWlid6HCrV8yeXsx2A2f90Se4hgW4ZKc1bDwqQ,191693670,0.8816870451,TRUE,TRUE
874,org.thoughtcrime.securesms,Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,TRUE,Incoming call stops to ring or doesn't ring on phone with flip shell,TRUE,gp:AOqpTOE85R1ZyQyf_F7zdf3oBbCiEj1sRkmyRH-sx63xvFd-4SoaP40gOsOFO7V_NmNVNYxuuF-2uidtw5LFbw,244699303,0.8897069693,FALSE,FALSE
875,org.thoughtcrime.securesms,Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,TRUE,Caller  stuck on dialing while the called person gets a missed call.,TRUE,gp:AOqpTOE85R1ZyQyf_F7zdf3oBbCiEj1sRkmyRH-sx63xvFd-4SoaP40gOsOFO7V_NmNVNYxuuF-2uidtw5LFbw,347644439,0.8880089521,FALSE,FALSE
876,org.thoughtcrime.securesms,Call gets dropped frequently. Most of the time if someone calls me I am only notified after they hang up as a missed call. Same happens if I call them too. They don't get the call and just get a missed call notification.,TRUE,"Sometimes receiving ""missed call"" alerts even when Android phone was available",TRUE,gp:AOqpTOE85R1ZyQyf_F7zdf3oBbCiEj1sRkmyRH-sx63xvFd-4SoaP40gOsOFO7V_NmNVNYxuuF-2uidtw5LFbw,205276760,0.8857390285,FALSE,FALSE
877,org.thoughtcrime.securesms,"I received odd texts after installing this app. Will not use as a default, too scary.",TRUE,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,FALSE,gp:AOqpTOGdqyS-u3tVfq9EkiHgE8T9PdYnO0n6Hp7bJOu92MOLdW3coB9EbR_RdWE-KoIv5_ZiUbmR-rR2OedzGg,106219245,0.8847533464,TRUE,FALSE
878,org.thoughtcrime.securesms,"I received odd texts after installing this app. Will not use as a default, too scary.",TRUE,New messages arrive only after I've opened the app and unlocked the database,FALSE,gp:AOqpTOGdqyS-u3tVfq9EkiHgE8T9PdYnO0n6Hp7bJOu92MOLdW3coB9EbR_RdWE-KoIv5_ZiUbmR-rR2OedzGg,65761640,0.883977592,TRUE,FALSE
879,org.thoughtcrime.securesms,"I received odd texts after installing this app. Will not use as a default, too scary.",TRUE,TextSecure crashes when I launch it if it's locked and is in the recent app list.,FALSE,gp:AOqpTOGdqyS-u3tVfq9EkiHgE8T9PdYnO0n6Hp7bJOu92MOLdW3coB9EbR_RdWE-KoIv5_ZiUbmR-rR2OedzGg,26656203,0.8788959384,TRUE,FALSE
880,org.thoughtcrime.securesms,"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?",TRUE,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",FALSE,gp:AOqpTOH8PnyFLNmpMPEdZdiLtv98-vQJH9OYd38ojssW2vAOm6Yk1VsylcUtUrImyKdk7-qVkSCpcQpRBVlI9w,435444364,0.8649439216,FALSE,FALSE
881,org.thoughtcrime.securesms,"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?",TRUE,Signal desktop messages ambushing me on my phone when I wake it up,FALSE,gp:AOqpTOH8PnyFLNmpMPEdZdiLtv98-vQJH9OYd38ojssW2vAOm6Yk1VsylcUtUrImyKdk7-qVkSCpcQpRBVlI9w,126712499,0.8609098196,FALSE,FALSE
882,org.thoughtcrime.securesms,"Really like the app and have managed to get friends and family to move over to get away from the large FB owned message app BUT what's the problem with calls? My phone doesn't ring, it only shows missed calls. I've done everything to try and rectify this but nothing works. Do I really need to go back to the data thieves?",TRUE,"When missing a phone, there is no log in the app. Only push notification.",TRUE,gp:AOqpTOH8PnyFLNmpMPEdZdiLtv98-vQJH9OYd38ojssW2vAOm6Yk1VsylcUtUrImyKdk7-qVkSCpcQpRBVlI9w,414817487,0.8587957025,FALSE,FALSE
883,org.thoughtcrime.securesms,Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,TRUE,Bad encrypted messages on phone but successfully decrypted in signal-desktop,FALSE,gp:AOqpTOHZU4kTwMvIVMGg-3Lqfxb2dRntTDKrswYZ6Jq9MWBPGKtSFqKmf3Okbf9ybPtG9K_SYB0eb19gzgazaA,138601752,0.8473567963,TRUE,TRUE
884,org.thoughtcrime.securesms,Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,TRUE,"Signal messages aren't received by SMS after switching phones but keeping number, and not in installing signal",FALSE,gp:AOqpTOHZU4kTwMvIVMGg-3Lqfxb2dRntTDKrswYZ6Jq9MWBPGKtSFqKmf3Okbf9ybPtG9K_SYB0eb19gzgazaA,254819668,0.8459333777,TRUE,TRUE
885,org.thoughtcrime.securesms,Messages sent from none signal subscribers (like my bank) seem to take 10 to 15 minutes to arrive. Sometimes even longer.,TRUE,Not seeing double checkmarks (Delivered) even though contact is receiving messages,FALSE,gp:AOqpTOHZU4kTwMvIVMGg-3Lqfxb2dRntTDKrswYZ6Jq9MWBPGKtSFqKmf3Okbf9ybPtG9K_SYB0eb19gzgazaA,386599396,0.845815599,TRUE,TRUE
886,org.thoughtcrime.securesms,"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",TRUE,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,TRUE,gp:AOqpTOGmfRWQln_-dwqQiB27w3RhxSDQTT0P8gcssXm6ayJpeHL3B8v2WsLMsLs_fK39c9smJb04mXnMWrjE9w,106219245,0.9217618108,FALSE,FALSE
887,org.thoughtcrime.securesms,"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",TRUE,Don't spam every single one of my contacts on Signal with a notification when I install the app,FALSE,gp:AOqpTOGmfRWQln_-dwqQiB27w3RhxSDQTT0P8gcssXm6ayJpeHL3B8v2WsLMsLs_fK39c9smJb04mXnMWrjE9w,268877639,0.9086154699,FALSE,FALSE
888,org.thoughtcrime.securesms,"I enjoy the app but I never get a notification when I receive a message, even though I adjusted my settings.",TRUE,receive only messages when the app is opened.,TRUE,gp:AOqpTOGmfRWQln_-dwqQiB27w3RhxSDQTT0P8gcssXm6ayJpeHL3B8v2WsLMsLs_fK39c9smJb04mXnMWrjE9w,142930457,0.901275754,FALSE,FALSE
889,org.thoughtcrime.securesms,"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.",TRUE,Not all messages unblocked in notifications when app is unlocked,TRUE,gp:AOqpTOGWFbdx4G8ItTgrfsh1wjiNWqqXGKw8oUWr5wZweokLqSe1W3PYgqfbz-AO7joC8nss30isgAI09Eme7w,97700678,0.8788399696,FALSE,FALSE
890,org.thoughtcrime.securesms,"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.",TRUE,"Loads of issues with new update - not sending messages, not clearing unread notification, and more",TRUE,gp:AOqpTOGWFbdx4G8ItTgrfsh1wjiNWqqXGKw8oUWr5wZweokLqSe1W3PYgqfbz-AO7joC8nss30isgAI09Eme7w,262981388,0.8784595132,FALSE,FALSE
891,org.thoughtcrime.securesms,"Notifications often do not clear after reading messages. Chat itself works well but this bug is quite annoying. Update: months later this bug is actually worse, notifications still often remain after hours.",TRUE,"You have new messages"" Notification keeps popping up when a message is unread.",TRUE,gp:AOqpTOGWFbdx4G8ItTgrfsh1wjiNWqqXGKw8oUWr5wZweokLqSe1W3PYgqfbz-AO7joC8nss30isgAI09Eme7w,461930046,0.876860857,FALSE,FALSE
892,org.thoughtcrime.securesms,Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,TRUE,Shared image with another registered textsecure user and one week later an unrecognized number sent it back,FALSE,gp:AOqpTOHYcl7ThtvVBcHR-nbZiFqczER8amkVfDkZ4nKfaVDdyNf9MAeoVEVPxTzNgXkE111ZVzBx_E1vhvcQIQ,31940711,0.8746789694,TRUE,FALSE
893,org.thoughtcrime.securesms,Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,TRUE,Wiping app data and registering a different number causes messages sent to the old number to be dropped,FALSE,gp:AOqpTOHYcl7ThtvVBcHR-nbZiFqczER8amkVfDkZ4nKfaVDdyNf9MAeoVEVPxTzNgXkE111ZVzBx_E1vhvcQIQ,28205364,0.8661832809,TRUE,FALSE
894,org.thoughtcrime.securesms,Forced to use a PIN number. Which I don't want to use. Deleted the app because it froze and when I reinstalled it all my messages were gone. Lost a ton of information. Garbage.,TRUE,Can't send messages to a contact with comma in their name,FALSE,gp:AOqpTOHYcl7ThtvVBcHR-nbZiFqczER8amkVfDkZ4nKfaVDdyNf9MAeoVEVPxTzNgXkE111ZVzBx_E1vhvcQIQ,29993118,0.8556335568,TRUE,FALSE
895,org.thoughtcrime.securesms,Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,TRUE,Can't run the app in Android Studio,FALSE,gp:AOqpTOGKsMBSy18TeQkIsVeeuucL42fsiTZszsDFMSGF57F3AygCahSLCoOw80OZHIoBGHmsdd-wk5SewopVNg,398528821,0.859,TRUE,FALSE
896,org.thoughtcrime.securesms,Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,TRUE,"don't show ""rate this app"" pop-up on first startup for other Android accounts on the same phone",FALSE,gp:AOqpTOGKsMBSy18TeQkIsVeeuucL42fsiTZszsDFMSGF57F3AygCahSLCoOw80OZHIoBGHmsdd-wk5SewopVNg,539225646,0.850,TRUE,FALSE
897,org.thoughtcrime.securesms,Earlier this app used to run very smoothly but from past few days as soon as I'm opening this app it immediately colses by itself. What is wrong has happened. Just fix it,TRUE,"Android app shows countless notifications rapidly for old messages, already read in the desktop app",FALSE,gp:AOqpTOGKsMBSy18TeQkIsVeeuucL42fsiTZszsDFMSGF57F3AygCahSLCoOw80OZHIoBGHmsdd-wk5SewopVNg,390502947,0.846,TRUE,FALSE
898,org.thoughtcrime.securesms,So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,TRUE,Can't send messages to people who stopped using Signal,FALSE,gp:AOqpTOHBZHgwtbci4efy_yTrH9xmtkxUmfRoQpO3B6BwzYLjp0yrblu63DrMQXkePY4HX0p9V4sCFGeB0pUfuA,277471330,0.858,TRUE,TRUE
899,org.thoughtcrime.securesms,So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,TRUE,Opening conversation with new messages does not scroll to new messages.,FALSE,gp:AOqpTOHBZHgwtbci4efy_yTrH9xmtkxUmfRoQpO3B6BwzYLjp0yrblu63DrMQXkePY4HX0p9V4sCFGeB0pUfuA,263698305,0.857,TRUE,TRUE
900,org.thoughtcrime.securesms,So confusing! Most messages are significantly delayed and it's hard to tell who they're from and how to respond to the right person.,TRUE,Split long messages to a few messages while you are writing or pasting them,FALSE,gp:AOqpTOHBZHgwtbci4efy_yTrH9xmtkxUmfRoQpO3B6BwzYLjp0yrblu63DrMQXkePY4HX0p9V4sCFGeB0pUfuA,233251134,0.854,TRUE,TRUE
907,org.thoughtcrime.securesms,"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",TRUE,Android Auto can still read last message even when disappearing messages enabled,FALSE,gp:AOqpTOFwf_oIXdugy136cKFaYfIOFSisC-pwqL_4xmobxbOc899FKI3H0cMWgiqh3yOCxRIAOe6Uc_4ncTOWmQ,440368688,0.890,TRUE,TRUE
908,org.thoughtcrime.securesms,"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",TRUE,Wiping app data and registering a different number causes messages sent to the old number to be dropped,FALSE,gp:AOqpTOFwf_oIXdugy136cKFaYfIOFSisC-pwqL_4xmobxbOc899FKI3H0cMWgiqh3yOCxRIAOe6Uc_4ncTOWmQ,28205364,0.885,TRUE,TRUE
909,org.thoughtcrime.securesms,"App closes every time I try to read a message or send one. Have cleared cache, all data and restarted it. Can't add numbers or send messages. Very strange.",TRUE,"You have new messages"" Notification keeps popping up when a message is unread.",FALSE,gp:AOqpTOFwf_oIXdugy136cKFaYfIOFSisC-pwqL_4xmobxbOc899FKI3H0cMWgiqh3yOCxRIAOe6Uc_4ncTOWmQ,461930046,0.873,TRUE,TRUE
910,org.thoughtcrime.securesms,Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,TRUE,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,FALSE,gp:AOqpTOGkQSR7uPZAHwavZjwWCb_qr8RqfNaIUmc5sNv9kALAQKpWR9jDZf0PlyGo1UUWE-vAC1qYdH-4jhruHw,106219245,0.880,TRUE,FALSE
911,org.thoughtcrime.securesms,Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,TRUE,"When missing a phone, there is no log in the app. Only push notification.",FALSE,gp:AOqpTOGkQSR7uPZAHwavZjwWCb_qr8RqfNaIUmc5sNv9kALAQKpWR9jDZf0PlyGo1UUWE-vAC1qYdH-4jhruHw,414817487,0.879,TRUE,FALSE
912,org.thoughtcrime.securesms,Never fails even when no regular phone signal. Update to my opinion of this app. Has become very user unfriendly. Won't let you use the app unless you meet their demands every 2 seconds while you are trying to use it. I am uninstalling it.,TRUE,"i deleted signal app from my android phone but when i reinstalled again with the same phone number, signal doesn't send me the verification code ! help please",FALSE,gp:AOqpTOGkQSR7uPZAHwavZjwWCb_qr8RqfNaIUmc5sNv9kALAQKpWR9jDZf0PlyGo1UUWE-vAC1qYdH-4jhruHw,435444364,0.878,TRUE,FALSE
919,org.thoughtcrime.securesms,"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.",TRUE,Often times when getting new group messages from iOS users the keyboard will lock,FALSE,gp:AOqpTOGr7MnpcGYp1ypjKnLgyybhyiX8-KalSXxejlOtjjQU1buznYheT_ZEqxnSmCAU1S9KBixApMWWbPro-A,128352158,0.892,TRUE,TRUE
920,org.thoughtcrime.securesms,"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.",TRUE,Cannot share content from other apps to Signal contacts with no existing message history,FALSE,gp:AOqpTOGr7MnpcGYp1ypjKnLgyybhyiX8-KalSXxejlOtjjQU1buznYheT_ZEqxnSmCAU1S9KBixApMWWbPro-A,123037402,0.878,TRUE,TRUE
921,org.thoughtcrime.securesms,"Update, after one year use. No favorite or star tool for needed messages.Forward them to the notes to self. I had issues with uploading media, documents, photos or videos. It doesn't allow uploading multiple ones, and sometimes the app freezes on uploading and holds on all following messages. For unknowns reasons, the calling service does not connect. I have these issues in multiple countries, including the US, and multiple devices, Android or iOS.",TRUE,#8292 still persists (Cropping issues when taking a picture through the app),FALSE,gp:AOqpTOGr7MnpcGYp1ypjKnLgyybhyiX8-KalSXxejlOtjjQU1buznYheT_ZEqxnSmCAU1S9KBixApMWWbPro-A,374542765,0.870,TRUE,TRUE
922,org.thoughtcrime.securesms,"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.",TRUE,Can't share from another app to group chat if not one of the 5 most recent conversations,FALSE,gp:AOqpTOGgyuY34HoEKfD427aHcpu01Pz-KJSiEIMbony3e9rdpuhqdL67RBQP2kX_ICE5SO8ABuPHASA_O9HW2A,278754318,0.855,TRUE,FALSE
923,org.thoughtcrime.securesms,"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.",TRUE,"no way to ""Add Text"" from contacts like what can be done in default messaging app in Android",FALSE,gp:AOqpTOGgyuY34HoEKfD427aHcpu01Pz-KJSiEIMbony3e9rdpuhqdL67RBQP2kX_ICE5SO8ABuPHASA_O9HW2A,15667959,0.854,TRUE,FALSE
924,org.thoughtcrime.securesms,"Overall, a fantastic app that I think maaaany more people should use. I have some issues though. Contacts only sync with your phone when you have a cellular signal. There isn't a good way to see all of the people in group chats. I get they are shooting for minimalism but it looks a little plain. I can't put my finger on it, but it is just missing something. Once again, other than that: I have only had good experiences with this app.",TRUE,"In ""All Media"" of group chats, images sent by other people do not load when tapped directly (but show when swiped to them)",FALSE,gp:AOqpTOGgyuY34HoEKfD427aHcpu01Pz-KJSiEIMbony3e9rdpuhqdL67RBQP2kX_ICE5SO8ABuPHASA_O9HW2A,311614032,0.845,TRUE,FALSE
946,org.thoughtcrime.securesms,"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.",TRUE,"Can't make or receive calls with iPhones, missed calls appear but not like other cases have read alot of breads here, possibly compatibility problem with Huawei p20 pro",TRUE,gp:AOqpTOFhxRdiYZ50eRi77OkRAYfslT0HdS-QAQE8LO1vNWdJWzeOf9UidLFNP9erLtTd0oouConiisLyTuoO9g,356212006,0.867,FALSE,FALSE
947,org.thoughtcrime.securesms,"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.",TRUE,DOS'ing self when turning phone on again after much texting with desktop app,TRUE,gp:AOqpTOFhxRdiYZ50eRi77OkRAYfslT0HdS-QAQE8LO1vNWdJWzeOf9UidLFNP9erLtTd0oouConiisLyTuoO9g,204250923,0.866,FALSE,FALSE
948,org.thoughtcrime.securesms,"Great app overall! I would have given 5 stars, however, there can be issues with texting and calling. Sometimes it doesnt get a signal or something happens to where i get like 5 text msgs all at once, that were suppose to be sent periodically witnin the last 30min. When I make a phone call, most of the time evertrhing is fine but sometimes ""Signal"" doesn't connect properly, or at all and i have to give up trying to use it.Not sure exactly what happens there but it does not connect sometimes.",TRUE,Lock symbol and date have very low contrast in incoming message bubbles (phone number in conversation toolbar has the same issue),FALSE,gp:AOqpTOFhxRdiYZ50eRi77OkRAYfslT0HdS-QAQE8LO1vNWdJWzeOf9UidLFNP9erLtTd0oouConiisLyTuoO9g,94424396,0.852,FALSE,FALSE
949,org.thoughtcrime.securesms,It is very worst application.it is frequently hanged. Messages are Updating very delayed.. sometimes messages are not Updating.We can't delete message.also we cant delete Messages from group.also no any group admin..any one can add any one to group.and also no any admin and ee cant remove any one from group.disabling feature is alos very bad.we cant forword ine message in different groups or person.overall its very bad application.please improve features as said above immediately.,TRUE,Received same message in a group chat 5 times; Android app prompts user to resend unsent message to group once per user,TRUE,gp:AOqpTOFNfe2jWcxY0AV62enylUSzyvmfLsOf12SbkS0cilUNCwVIPYxj0Cghhf6Dk4SJilCXlEMd-Kmprjuhww,125035347,0.874,FALSE,FALSE
